Artist,Nationality,Gender,BeginDate,EndDate,Museum,Ethnicity,SmallMuseum,Race
Shade Elizabeth,Unknown,Female,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Unknown
Shahryar Nashat,Swiss,Male,1975.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shai Kremer,Unknown,Male,Unknown,Unknown,San Francisco Museum of Modern Art,Other,No,Unknown
Shaikh Muhammad Amir of Karraya,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,Asian
Shaikh Muslih al-Din,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,Unknown
Shala Miller,American,Unknown,1993.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shalom Of Safed (Shalom Moskowitz),Israeli,Male,1895.0,1980.0,Museum of Modern Art,Unknown,No,Unknown
Shambhavi,Indian,Female,1966.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shana ParkeHarrison,Unknown,Unknown,Unknown,Unknown,Whitney Museum of American Art,Unknown,No,White
Shane McGowan,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shanna Leino,Unknown,Female,Unknown,Unknown,Yale University Art Gallery,Unknown,No,Unknown
Sharon Core,American,Female,Unknown,Unknown,The Phillips Collection,Unknown,Yes,Unknown
Sharon Etgar,Unknown,Female,Unknown,Unknown,National Gallery of Art,Unknown,No,White
Sharon Lee Hart,Unknown,Female,Unknown,Unknown,Nelson-Atkins Museum of Art,Unknown,No,White
Sharon Lockhart,American,Female,1964.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sharon Merrill,Unknown,Unknown,Unknown,Unknown,Dallas Museum of Art,Unknown,No,Unknown
Sharon Stewart,Unknown,Female,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Sharp (Aaron Goodstone),American,Male,1966.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shaun Gladwell,Australian,Male,1972.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shawn W. Walker,American,Male,1940.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shay Alkalay,Israeli,Male,1976.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sheba Chhachhi,Indian,Female,1958.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sheela Gowda,Indian,Female,1957.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sheelasha Rajbhandari,Nepali,Unknown,1988.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sheffield Harold Kagy,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Sheila Fournier,British,Female,1930.0,2000.0,Museum of Modern Art,Unknown,No,Unknown
Sheila Hicks,American,Female,1934.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sheila Isham,American,Female,1927.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sheila Pye,Canadian,Female,Unknown,Unknown,The Phillips Collection,Unknown,Yes,Unknown
Shelby Hughes,American,Female,1981.0,2014.0,Museum of Modern Art,Unknown,No,Unknown
Sheldon Cohen,Canadian,Male,1949.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shelly Rusten,American,Male,1938.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shelly Silver,American,Female,1957.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shen Kai,Unknown,Unknown,Unknown,Unknown,Art Institute of Chicago,Unknown,No,Asian
Shen Wei,Chinese,Male,1977.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sheng Mao,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,Asian
Sheng Zhu,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,Asian
Shenton Henry Chawner,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Shepard Fairey,Unknown,Male,Unknown,Unknown,Nelson-Atkins Museum of Art,Unknown,No,White
Sheri Martinelli,American,Female,1918.0,1996.0,Museum of Modern Art,Unknown,No,Unknown
Sherie Scheer,Unknown,Female,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Sherman L. Kelly,American,Male,1869.0,1952.0,Museum of Modern Art,Unknown,No,Unknown
Sheroanawe Hakihiiwe,Venezuelan,Male,1971.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sheron Rupp,American,Female,1943.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sherri Smith,Unknown,Female,Unknown,Unknown,Art Institute of Chicago,Unknown,No,Unknown
Sherrie Levine ,Unknown,Female,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Sherril Schell,American,Male,1877.0,1967.0,Museum of Modern Art,Unknown,No,Unknown
Sheryl Oppenheim,American,Female,1983.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shi Guorui,Unknown,Male,Unknown,Unknown,Museum of Contemporary Art,Unknown,No,Asian
Shi Zhong,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,Asian
Shichiro Imatake,Japanese,Male,1905.0,2000.0,Museum of Modern Art,Unknown,No,Unknown
Shigeko Kubota,Japanese,Female,1937.0,2015.0,Museum of Modern Art,Unknown,No,Unknown
Shigeo Fukuda,Japanese,Male,1932.0,2009.0,Museum of Modern Art,Unknown,No,Unknown
Shigeo Okamoto,Japanese,Male,1934.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shigeru Hatsuyama,Japanese,Male,1897.0,1973.0,Museum of Modern Art,Unknown,No,Unknown
Shigeru Izumi,Japanese,Male,1922.0,1995.0,Museum of Modern Art,Unknown,No,Unknown
Shigeru Kimura,Japanese,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shigeru Onishi,Japanese,Male,1928.0,1994.0,Museum of Modern Art,Unknown,No,Unknown
Shigeru Tamura,Japanese,Male,1909.0,1987.0,Museum of Modern Art,Unknown,No,Unknown
Shigetaka Kurita,Japanese,Male,1972.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shigeyoshi Morioka,Japanese,Male,1941.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shikanji Shoichi,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,Asian
Shikanosuke Yagaki,Japanese,Male,1897.0,1966.0,Museum of Modern Art,Unknown,No,Unknown
Shiko Munakata,Japanese,Male,1903.0,1975.0,Museum of Modern Art,Unknown,No,Unknown
Shilling David,Unknown,Unknown,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Shimaoka Tatsuz?,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,Asian
Shimizu Ichiji ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,Asian
Shimozawa KihachirA?,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,Asian
Shin Matsunaga,Japanese,Male,1940.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shin Young-ok,Unknown,Female,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Asian
Shinagawa Takumi,Japanese,Male,1908.0,2009.0,Museum of Modern Art,Unknown,No,Unknown
Shinako Sato,Japanese,Female,1965.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shingyokusai ,Unknown,Unknown,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,Asian
Shini Pararajasingham,Unknown,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shinique Smith,Unknown,Female,Unknown,Unknown,Denver Art Museum,Unknown,No,Black
Shinkichi G. Tajiri,American,Male,1923.0,2009.0,Museum of Modern Art,Unknown,No,Unknown
Shinro Ohtake,Japanese,Male,1955.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shinro Otake,Japanese,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shio Kusaka,Japanese,Female,1972.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shiokawa Bunrin,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,Asian
Shiraishi Kazuko ,Unknown,Unknown,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,Asian
Shirana Shahbazi,German,Female,1974.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shirazeh Houshiary,British,Female,1955.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shirley Bierman,Unknown,Female,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Shirley Burden,Unknown,Male,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Shirley C. Burden,American,Male,1908.0,1989.0,Museum of Modern Art,Unknown,No,Unknown
Shirley Goldfarb,American,Female,1925.0,1980.0,Museum of Modern Art,Unknown,No,Unknown
Shiro Kuramata,Japanese,Male,1934.0,1991.0,Museum of Modern Art,Unknown,No,Unknown
Shisui Tanahashi,Japanese,Male,1906.0,1991.0,Museum of Modern Art,Unknown,No,Unknown
Shizuko Muller-Yoshikawa,Swiss,Female,1934.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shoami Moritomi,Unknown,Unknown,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,Unknown
Shogatsukan,Unknown,Unknown,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,Unknown
Shoichi Ida,Japanese,Male,1941.0,2006.0,Museum of Modern Art,Unknown,No,Unknown
Shoichi Makino,Japanese,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shoichiro Azuma,Japanese,Male,1957.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shoja Azari ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Other,No,Unknown
Shoji Hamada,Unknown,Male,Unknown,Unknown,Nelson-Atkins Museum of Art,Unknown,No,Asian
Shoji Ueda,Japanese,Male,1913.0,2000.0,Museum of Modern Art,Unknown,No,Unknown
Shokasai Shojo,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,Asian
Shoko,Unknown,Unknown,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,Unknown
Shomei Tomatsu,Japanese,Male,1930.0,2012.0,Museum of Modern Art,Unknown,No,Unknown
Shoun Genkei,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,Asian
Shozo Kitadai,Japanese,Male,1921.0,2001.0,Museum of Modern Art,Unknown,No,Unknown
Shruder James,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Unknown
Shu Lea Cheang,Taiwanese,Female,1954.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shuichi Obata,Japanese,Male,1932.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shuji Ishii,Japanese,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shuji Mukai,Japanese,Male,1939.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shuji Takahashi,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Asian
Shulor,Unknown,Unknown,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Shun Nien Miao,Chinese,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,Unknown
Shunichi Nakashima,Japanese,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shunko,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,Asian
Shunkosai,Unknown,Unknown,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,Asian
Shunpudo Noshiro Ryuko,Unknown,Unknown,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,Asian
Shuns<U+014D> Sh<U+014D>j<U+016B> ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,Unknown
Shunsho Hattori,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,Asian
Shunsoken Yozoku,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,Asian
Shusaku Arakawa ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,Asian
Shuzan,Unknown,Unknown,Unknown,Unknown,Yale University Art Gallery,Unknown,No,Asian
Shuzo Azuchi Gulliver,Japanese,Male,1947.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Shuzo Takiguchi,Japanese,Male,1903.0,1979.0,Museum of Modern Art,Unknown,No,Unknown
Shyu Eguchi,Japanese,Male,1932.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Si Lewen,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Sibyl Anikeef,American,Female,1896.0,1996.0,Museum of Modern Art,Unknown,No,Unknown
Sibylle Bergemann,German,Female,1941.0,2010.0,Museum of Modern Art,Unknown,No,Unknown
Sibylle Möllering-Kaldewey,German,Female,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sid Chafetz,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Sid Grossman,American,Male,1913.0,1955.0,Museum of Modern Art,Unknown,No,Unknown
Sid Hammer,American,Male,1926.0,1969.0,Museum of Modern Art,Unknown,No,Unknown
Sid Kaplan,American,Male,1938.0,0.0,Museum of Modern Art,Unknown,No,Unknown
SidibAC Malick,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Unknown
Sidney Biehler Waugh,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Sidney Blu,Nigerian,Male,Unknown,Unknown,N'Namdi Contemporary Fine Art,Unknown,Yes,Unknown
Sidney Jack Hurwitz,American,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sidney Janis,American,Male,1896.0,1989.0,Museum of Modern Art,Unknown,No,Unknown
Sidney Lumet,American,Male,1924.0,2011.0,Museum of Modern Art,Unknown,No,Unknown
Sidney Nolan,Australian,Male,1917.0,1992.0,Museum of Modern Art,Unknown,No,Unknown
Sidney Shapiro,American,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sidney Tillim,American,Male,1925.0,2001.0,Museum of Modern Art,Unknown,No,Unknown
Siegel Adam,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Unknown
Siegfried Anzinger,Austrian,Male,1953.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Siegfried Moeller,German,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Siegfried Schott,German,Male,1897.0,1971.0,Museum of Modern Art,Unknown,No,Unknown
Siegriest,American,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sieuwert van der Meulen,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Sigalit Landau,Israeli,Female,1969.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sigfredo Chacón,Venezuelan,Male,1950.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sigizmund Valishevskii,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sigríður Björnsdóttir,Icelandic,Female,1929.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sigurd Persson,Swedish,Male,1914.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sigurd Vasegaard,Danish,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sijae Byun,South Korean,Female,Unknown,Unknown,The Phillips Collection,Unknown,Yes,Unknown
Silas A. Holmes,Unknown,Male,Unknown,Unknown,Nelson-Atkins Museum of Art,Unknown,No,White
Silke Otto-Knapp,German,Female,1970.0,2022.0,Museum of Modern Art,Unknown,No,Unknown
Silverman,American,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Silverman Melvin Frank,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Silvestre Suzanne,Unknown,Unknown,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Silvestro Lega,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,White
Silvestro da Sulmona,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,Unknown
Silvia Buonvicini,Swiss,Female,1966.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Silvia Bächli,Swiss,Female,1956.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Silvia Kolbowski,Argentine,Female,1953.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Silvia Taccani,Unknown,Unknown,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,Unknown
Silvie Defraoui,Swiss,Male,1935.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Silvie Vondrejcova,Unknown,Female,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Silvio Coppola,Italian,Male,1920.0,1986.0,Museum of Modern Art,Unknown,No,Unknown
Simeon Braguin,Unknown,Male,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Simeon Smith Jocelyn,Unknown,Unknown,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Simon Bening,Unknown,Male,Unknown,Unknown,National Gallery of Art,Unknown,No,White
Simon Denny,New Zealander,Male,1982.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Simon Feilner,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,White
Simon Francis Ravenet,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Simon Fujiwara,British,Male,1982.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Simon Fussell,British,Male,1945.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Simon Gate,Swedish,Male,1883.0,1945.0,Museum of Modern Art,Unknown,No,Unknown
Simon H. Slobodkin,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,Unknown
Simon Hantaï,Hungarian,Male,1922.0,2008.0,Museum of Modern Art,Unknown,No,Unknown
Simon Heijdens,Dutch,Male,1978.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Simon Hennekin ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Simon Leung,American,Male,1964.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Simon Levy,American,Male,1946.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Simon Lissim,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,Unknown
Simon Norfolk,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Simon Pantin I,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Simon Patterson,British,Male,1967.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Simon Periton,British,Male,1964.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Simon Toparovsky ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Simon de Vlieger ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Simon van de Passe,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Simon-Jacques Rochard,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,Unknown
Simone Brangier Boas,Unknown,Female,Unknown,Unknown,Museum of Modern Art,Unknown,No,White
Simone Cantarini,Unknown,Unknown,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Simone Forti,Unknown,Female,Unknown,Unknown,Hammer Museum,Italian-American,Yes,Unknown
Simone Leigh,American,Female,1968.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Simone Nieweg,German,Female,1962.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Simone Pignoni,Unknown,Unknown,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Simone Shubuck,American,Female,1969.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Simryn Gill,Malaysian,Female,1959.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Singendonk Diederick Jan,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Singer Simon,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Singh Pamela,Unknown,Female,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Asian
Singh Raghubir,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Asian
Sipho Mdanda,South African,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Sipke Huismans,Dutch,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sir Cedric Lockwood Morris,British,Male,1889.0,1982.0,Museum of Modern Art,Unknown,No,Unknown
Sir Eduardo Luigi Paolozzi ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Sir Francis Seymour Haden,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Sir Henry Cheere,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Sir John Gardner Wilkinson,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Sir Leslie Ward,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Sir Nicolas Dorigny,Unknown,Male,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Sir Peter Lely,Unknown,Unknown,Unknown,Unknown,High Museum of Art,Unknown,No,White
Sir Peter van der Faes Lely,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Sir Stanley Spencer,Unknown,Male,Unknown,Unknown,High Museum of Art,Unknown,No,White
Sir William Charles Ross,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Siri Berg,Swedish,Female,Unknown,Unknown,The Phillips Collection,Unknown,Yes,Unknown
Siri S. Kaur,Unknown,Unknown,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Sirikye,Unknown,Unknown,Unknown,Unknown,Denver Art Museum,Unknown,No,Unknown
Sister Gertrude Morgan,Unknown,Unknown,Unknown,Unknown,High Museum of Art,Unknown,No,Black
Sister Sheila Flynn,British,Female,1952.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sixdeniers Alexandre Vincent,Unknown,Unknown,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Skidmore Owings & Merrill,American,Unknown,1936.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Skip Blumberg,American,Male,1946.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Skip Sweeney,American,Male,1946.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Skylar Fein,Unknown,Unknown,Unknown,Unknown,Whitney Museum of American Art,Unknown,No,White
Slater Bradley,American,Male,1975.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Slava Mizin,Russian,Male,1962.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Slavs and Tatars,Unknown,Unknown,2005.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Slechinsky,German,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Slutzky Robert,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
