,Artist,Classification,BeginDate,EndDate,Ethnicity,Museum,Gender,SmallMuseum,Nationality,Race,Decade
8027,Pablo O'Higgins,Print,1904.0,1983.0,Unknown,Museum of Modern Art,Male,No,Mexican,Unknown,1900.0
8028,Pablo Palazuelo,Illustrated Book,1916.0,2007.0,Unknown,Museum of Modern Art,Male,No,Spanish,Unknown,1910.0
8029,Pablo Picasso,Print,1881.0,1973.0,Unknown,Denver Art Museum,Male,No,Spanish,White,1880.0
8030,Pablo Vargas Lugo,Drawing,1968.0,0.0,Unknown,Museum of Modern Art,Unknown,No,Mexican,Unknown,1960.0
8031,Pach Brothers,Photograph,1867.0,1947.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1860.0
8032,Pacific & Atlantic Photos,Photograph,1921.0,1932.0,Unknown,Museum of Modern Art,Unknown,No,Unknown,Unknown,1920.0
8033,Pacifico Silano,Photograph,1986.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1980.0
8034,Paco Rabanne,Design,1934.0,0.0,Unknown,Museum of Modern Art,Male,No,Spanish,Unknown,1930.0
8035,Pae White,Print,1963.0,0.0,Unknown,Museum of Contemporary Art,Female,No,American,White,1960.0
8036,Palle Nielson,Print,1920.0,2005.0,Unknown,Museum of Modern Art,Male,No,Danish,Unknown,1920.0
8038,Palmer Hayden,Drawing,1890.0,1973.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
8039,Palmira Puig Giró,Photograph,1912.0,1978.0,Unknown,Museum of Modern Art,Female,No,Spanish,Unknown,1910.0
8040,Paloma Varga Weisz,Drawing,1966.0,0.0,Unknown,Museum of Modern Art,Female,No,German,Unknown,1960.0
8041,Pamela Bianco,Painting,1906.0,1994.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1900.0
8042,Pamela Rosenkranz,Multiple,1979.0,0.0,Unknown,Museum of Modern Art,Female,No,Swiss,Unknown,1970.0
8043,Pamela Woodhead,Design,1955.0,2009.0,Unknown,Museum of Modern Art,Female,No,British,Unknown,1950.0
8044,Pan Daqiang,Print,1937.0,2022.0,Unknown,Museum of Modern Art,Male,No,Chinese,Unknown,1930.0
8045,Panamarenko,Drawing,1940.0,2019.0,Unknown,Museum of Modern Art,Male,No,Belgian,Unknown,1940.0
8046,Panasonic,Design,1918.0,0.0,Unknown,Museum of Modern Art,Unknown,No,Japanese,Unknown,1910.0
8047,Paola Ferrario,Photograph,1963.0,0.0,Unknown,Museum of Modern Art,Female,No,Italian,Unknown,1960.0
8048,Paola Pivi,Print,1971.0,0.0,Unknown,Museum of Modern Art,Female,No,Italian,Unknown,1970.0
8049,Paolo Boni,Print,1926.0,0.0,Unknown,Yale University Art Gallery,Male,No,Italian,White,1920.0
8050,Paolo Canevari,Video,1963.0,0.0,Unknown,Museum of Modern Art,Male,No,Italian,White,1960.0
8051,Paolo Carosone,Print,1941.0,0.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1940.0
8052,Paolo Favi,Illustrated Book,1935.0,0.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1930.0
8053,Paolo Garretto,Design,1903.0,1989.0,Unknown,Museum of Modern Art,Unknown,No,Italian,Unknown,1900.0
8054,Paolo Gasparini,Photograph,1934.0,0.0,Unknown,Museum of Modern Art,Male,No,Venezuelan,Unknown,1930.0
8055,Paolo Gioli,Photograph,1942.0,2022.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1940.0
8056,Paolo Guiotto,Drawing,1935.0,0.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1930.0
8058,Paolo Lombardi,Photograph,1827.0,1890.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1820.0
8059,Paolo Rizzatto,Design,1941.0,0.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1940.0
8060,Paolo Roversi,Photograph,1947.0,0.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1940.0
8061,Paolo Soleri,Architecture,1919.0,2013.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
8062,Paolo Venini,Design,1895.0,1959.0,Unknown,Detroit Institute of Arts,Male,No,Italian,White,1890.0
8064,Paper Tiger Television,Video,1981.0,0.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1980.0
8067,Park Hyunki,Installation,1942.0,2000.0,Unknown,Museum of Modern Art,Male,No,Korean,Unknown,1940.0
8068,Park McArthur,Installation,1984.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1980.0
8069,Park Seo-Bo,Painting,1931.0,2023.0,Unknown,Museum of Modern Art,Male,No,Korean,Unknown,1930.0
8070,Parr,Print,1893.0,1969.0,Unknown,Dallas Museum of Art,Male,No,Canadian Inuit,Unknown,1890.0
8071,Pasquale Santoro,Drawing,1933.0,0.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1930.0
8072,Pasqualino Cangiullo,Drawing,1900.0,1975.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1900.0
8073,Pat Andrea,Drawing,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1940.0
8074,Pat Burns/The New York Times,Photograph,1909.0,1973.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
8076,Pat Lasch,Drawing,1944.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1940.0
8077,Pat Passlof,Drawing,1928.0,2011.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1920.0
8078,Pat Steir,Illustrated Book,1940.0,0.0,Unknown,Rhode Island School of Design Museum,Female,No,American,White,1940.0
8079,Patricia Dalzell,Photograph,1938.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1930.0
8080,Patricia Johanson,Drawing,1940.0,0.0,Unknown,"Metropolitan Museum of Art, New York, NY",Female,No,American,White,1940.0
8081,Patricia Jon Carroll,Photograph,1942.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1940.0
8082,Patricia Urquiola,Design,1961.0,0.0,Unknown,Museum of Modern Art,Female,No,Spanish,Unknown,1960.0
8083,Patrick Bailly-Maitre-Grand,Photograph,1945.0,0.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1940.0
8084,Patrick Caulfield,Print,1936.0,2005.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
8085,Patrick Corillon,Print,1959.0,0.0,Unknown,Museum of Modern Art,Male,No,Belgian,Unknown,1950.0
8086,Patrick D. Pagnano,Photograph,1947.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
8087,Patrick Faigenbaum,Photograph,1954.0,0.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1950.0
8088,Patrick Henry Bruce,Painting,1881.0,1936.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
8090,Patrick Hughes,Print,1939.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
8091,Patrick Ireland,Drawing,1972.0,2008.0,Unknown,Museum of Modern Art,Male,No,Irish,Unknown,1970.0
8092,Patrick J. Sullivan,Painting,1894.0,1967.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
8094,Patrick Jouin,Design,1967.0,0.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1960.0
8095,Patrick Norguet,Design,1969.0,0.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1960.0
8096,Patrick Procktor,Print,1936.0,2003.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
8097,Patrick Scott,Painting,1921.0,2014.0,Unknown,Museum of Modern Art,Male,No,Irish,Unknown,1920.0
8098,Patriz Hüber,Design,1878.0,1902.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1870.0
8100,Patti Smith,Drawing,1946.0,0.0,Unknown,Nelson-Atkins Museum of Art,Female,No,American,Unknown,1940.0
8101,Patty Chang,Video,1972.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1970.0
8102,Paul (Pavel Mansurov) Mansouroff,Print,1896.0,1984.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1890.0
8103,Paul A. McDonough,Photograph,1941.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
8104,Paul A. Zahl,Photograph,1910.0,1985.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
8105,Paul Adolf Seehaus,Print,1891.0,1919.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1890.0
8106,Paul Balluriau,Print,1860.0,1917.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1860.0
8107,Paul Bergtold,Print,1942.0,0.0,Unknown,Museum of Fine Arts Houston,Male,No,American,White,1940.0
8108,Paul Berthon,Print,1872.0,1909.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1870.0
8109,Paul Brach,Print,1924.0,2007.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
8110,Paul Bruno,Design,1874.0,1968.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1870.0
8111,Paul Brühwiler,Design,1939.0,0.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1930.0
8112,Paul Burlin,Painting,1886.0,1969.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
8113,Paul Cadmus,Drawing,1904.0,1999.0,Unknown,Whitney Museum of American Art,Male,No,American,Unknown,1900.0
8114,Paul Caponigro,Photograph,1932.0,0.0,Unknown,Museum of Fine Arts Houston,Male,No,American,White,1930.0
8115,Paul Carter,Photograph,1903.0,1938.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
8116,Paul Castrucci,Illustrated Book,1978.0,0.0,Unknown,Rhode Island School of Design Museum,Male,No,American,Unknown,1970.0
8117,Paul Chaleff,Design,1947.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
8118,Paul Chan,Multiple,1973.0,0.0,Unknown,Museum of Modern Art,Male,No,Chinese,Unknown,1970.0
8119,Paul Citroen,Photograph,1896.0,1983.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1890.0
8120,Paul Clinton,Print,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
8121,Paul Cocksedge,Design,1978.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1970.0
8122,Paul Coldwell,Print,1952.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1950.0
8123,Paul Colin,Design,1892.0,1985.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1890.0
8124,Paul Cézanne,Print,1839.0,1906.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1830.0
8125,Paul D'Amato,Photograph,1956.0,0.0,Unknown,Art Institute of Chicago,Male,No,American,White,1950.0
8126,Paul Davis,Design,1938.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
8127,Paul Delvaux,Drawing,1897.0,1994.0,Unknown,Museum of Modern Art,Male,No,Belgian,Unknown,1890.0
8128,Paul E. Hultberg,Print,1922.0,2005.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
8129,Paul Edmund Hahn,Photograph,1897.0,1960.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1890.0
8131,Paul Etienne Lincoln,Print,1959.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1950.0
8132,Paul Feeley,Sculpture,1910.0,1966.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1910.0
8133,Paul Gangolf,Periodical,1879.0,1936.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1870.0
8134,Paul Gauguin,Print,1848.0,1903.0,Unknown,Rhode Island School of Design Museum,Male,No,French,White,1840.0
8135,Paul Gavarni,Print,1804.0,1866.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1800.0
8136,Paul Georges,Drawing,1923.0,2002.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
8137,Paul Graham,Photograph,1956.0,0.0,Unknown,San Francisco Museum of Modern Art,Male,No,British,White,1950.0
8138,Paul Grotz,Photograph,1902.0,1990.0,Unknown,San Francisco Museum of Modern Art,Male,No,American,White,1900.0
8139,Paul Harris,Print,1925.0,2018.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
8140,Paul Haustein,Design,1880.0,1944.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1880.0
8142,Paul Huxley,Print,1938.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
8143,Paul Häberer,Design,1902.0,1978.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1900.0
8144,Paul Ickovic,Photograph,1944.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
8145,Paul Jenkins,Painting,1923.0,2012.0,Unknown,Yale University Art Gallery,Male,No,American,White,1920.0
8147,Paul Joostens,Drawing,1889.0,1960.0,Unknown,Museum of Modern Art,Male,No,Belgian,Unknown,1880.0
8148,Paul Kelpe,Print,1902.0,1985.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
8149,Paul Kirps,Design,1969.0,0.0,Unknown,Museum of Modern Art,Male,No,Luxembourger,Unknown,1960.0
8150,Paul Klee,Design,1879.0,1940.0,Unknown,Denver Art Museum,Male,No,German,White,1870.0
8151,Paul Kleinschmidt,Print,1883.0,1949.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1880.0
8152,Paul Kos,Video,1942.0,0.0,Unknown,San Francisco Museum of Modern Art,Male,No,American,White,1940.0
8153,Paul Kwilecki,Photograph,1928.0,0.0,Unknown,San Francisco Museum of Modern Art,Male,No,American,White,1920.0
8154,Paul L. Anderson,Photograph,1880.0,1956.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
8155,Paul Landacre,Print,1893.0,1963.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1890.0
8156,Paul Leni,Design,1885.0,1929.0,Unknown,Museum of Modern Art,Unknown,No,German,Unknown,1880.0
8157,Paul Maenz,Design,1939.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1930.0
8159,Paul Marcus,Print,1953.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
8160,Paul Martin,Photograph,1864.0,1944.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1860.0
8161,Paul Mayen,Design,1918.0,2000.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
8162,Paul McCarthy,Multiple,1945.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
8163,Paul Mogensen,Sculpture,1941.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
8164,Paul Morrisey,Poster,1938.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
8165,Paul Morrison,Print,1966.0,0.0,Unknown,Denver Art Museum,Male,No,British,White,1960.0
8167,Paul Mpagi Sepuya,Photograph,1962.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1960.0
8168,Paul Nadar,Photograph,1856.0,1939.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1850.0
8169,Paul Nash,Illustrated Book,1889.0,1946.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1880.0
8170,Paul Nelson,Architecture,1895.0,1979.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
8171,Paul Noble,Print,1963.0,0.0,Unknown,Museum of Contemporary Art,Male,No,British,White,1960.0
8172,Paul Outerbridge,Print,1896.0,1958.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
8173,Paul P.,Drawing,1977.0,0.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1970.0
8175,Paul Peter Piech,Print,1920.0,1996.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
8176,Paul Petricone,Photograph,1923.0,1988.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
8177,Paul Pfeiffer,Installation,1966.0,0.0,Other,San Francisco Museum of Modern Art,Male,No,American,Unknown,1960.0
8178,Paul R. Meltsner,Print,1905.0,1959.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
8179,Paul Rand,Design,1914.0,1996.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
8180,Paul Ranson,Print,1862.0,1909.0,Unknown,Dallas Museum of Art,Male,No,French,White,1860.0
8182,Paul Renner,Design,1878.0,1956.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1870.0
8183,Paul Resika,Drawing,1928.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
8184,Paul Revel,Illustrated Book,1922.0,1983.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1920.0
8185,Paul Rotterdam,Print,1939.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
8186,Paul Rudolph,Architecture,1918.0,1997.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
8187,Paul Ryan,Video,1943.0,2013.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
8188,Paul Sarkisian,Print,1928.0,0.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1920.0
8189,Paul Schudel,Design,1951.0,0.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1950.0
8190,Paul Schuitema,Design,1897.0,1973.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1890.0
8191,Paul Seligman,Photograph,1924.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
8192,Paul Shambroom,Photograph,1956.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
8193,Paul Sharits,Drawing,1943.0,1993.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
8195,Paul Sietsema,Drawing,1968.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1960.0
8196,Paul Signac,Painting,1863.0,1935.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1860.0
8197,Paul Sparks,Photograph,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
8198,Paul Spina,Print,1937.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
8199,Paul Stahr,Design,1883.0,1953.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
8200,Paul Staiger,Print,1941.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
8202,Paul Strand,Photograph,1890.0,1976.0,Unknown,Nelson-Atkins Museum of Art,Male,No,American,White,1890.0
8203,Paul Sérusier,Print,1864.0,1927.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1860.0
8204,Paul Thek,Drawing,1933.0,1988.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
8205,Paul Thompson,Photograph,1878.0,1940.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1870.0
8206,Paul Valéry,Illustrated Book,1871.0,1945.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1870.0
8207,Paul Vanderbilt,Photograph,1905.0,1992.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
8208,Paul Virilio,Print,1932.0,0.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1930.0
8209,Paul Véra,Illustrated Book,1882.0,1957.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1880.0
8210,Paul Waldman,Print,1936.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
8212,Paul Wolff,Photograph,1887.0,1951.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1880.0
8213,Paul Wong,Video,1954.0,0.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1950.0
8214,Paul Wonner,Drawing,1920.0,2008.0,Unknown,San Francisco Museum of Modern Art,Male,No,American,Unknown,1920.0
8215,Paul Wunderlich,Print,1927.0,2010.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1920.0
8216,Paul van Hoeydonck,Painting,1925.0,0.0,Unknown,Museum of Modern Art,Male,No,Belgian,Unknown,1920.0
8217,Paul-Armand Gette,Drawing,1927.0,0.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1920.0
8218,Paul-Elie Gernez,Illustrated Book,1888.0,1948.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1880.0
8219,Paul-Marcellin Berthier,Photograph,1822.0,1912.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1820.0
8220,Paul-Émile Borduas,Painting,1905.0,1960.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1900.0
8221,Paula Hayes,Sculpture,1958.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1950.0
8222,Paula Horn Kotis,Photograph,1922.0,2013.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1920.0
8223,Paula Modersohn-Becker,Painting,1876.0,1907.0,Unknown,Museum of Modern Art,Female,No,German,Unknown,1870.0
8224,Paula Rego,Print,1935.0,2022.0,Unknown,Museum of Modern Art,Female,No,British,Unknown,1930.0
8225,Paula Scher,Design,1948.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1940.0
8226,Paulina Olowska,Painting,1976.0,0.0,Unknown,Museum of Modern Art,Female,No,Polish,Unknown,1970.0
8227,Pauline Oliveros,Audio,1932.0,2016.0,Unknown,Whitney Museum of American Art,Female,No,American,White,1930.0
8234,Paulus van Leeuwen,Design,1955.0,0.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1950.0
8236,Pavel Büchler,Audio,1952.0,0.0,Unknown,Museum of Modern Art,Male,No,Czech,Unknown,1950.0
8237,Pavel Filonov,Illustrated Book,1883.0,1941.0,Unknown,Museum of Modern Art,Male,No,Unknown,Unknown,1880.0
8238,Pavel Humhal,Print,1965.0,0.0,Unknown,Museum of Modern Art,Male,No,Czech,Unknown,1960.0
8239,Pavel Janák,Design,1882.0,1956.0,Unknown,Museum of Modern Art,Male,No,Czech,Unknown,1880.0
8240,Pavel Kuznetsov,Print,1878.0,1968.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1870.0
8242,Pavel Tchelitchew,Drawing,1898.0,1957.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1890.0
8243,Pavlos,Sculpture,1930.0,0.0,Unknown,Museum of Modern Art,Male,No,Greek,Unknown,1930.0
8244,Pawel Althamer,Sculpture,1967.0,0.0,Unknown,Museum of Modern Art,Male,No,Polish,Unknown,1960.0
8245,Payne Jennings,Photograph,1843.0,1926.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1840.0
8246,Paz Errázuriz,Photograph,1941.0,0.0,Unknown,Museum of Modern Art,Female,No,Chilean,Unknown,1940.0
8247,Pearl Blauvelt,Drawing,1893.0,1987.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1890.0
8249,Pedro Alcantara,Print,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,Colombian,Unknown,1940.0
8250,Pedro Almodóvar,Work on Paper,1949.0,0.0,Unknown,Museum of Modern Art,Male,No,Spanish,Unknown,1940.0
8252,Pedro Coronel,Drawing,1923.0,1985.0,Unknown,Museum of Modern Art,Male,No,Mexican,Unknown,1920.0
8253,Pedro Figari,Drawing,1861.0,1938.0,Unknown,Museum of Modern Art,Male,No,Uruguayan,Unknown,1860.0
8254,Pedro Manrique Figueroa,Installation,1934.0,0.0,Unknown,Museum of Modern Art,Male,No,Colombian,Unknown,1930.0
8255,Pedro Millar,Print,1930.0,2014.0,Unknown,Museum of Modern Art,Male,No,Chilean,Unknown,1930.0
8256,Peer Bücking,Design,1906.0,1940.0,Unknown,Museum of Modern Art,Unknown,No,German,Unknown,1900.0
8257,Peggy Bacon,Print,1895.0,1987.0,Unknown,Whitney Museum of American Art,Female,No,American,White,1890.0
8258,Peggy Diggs,Print,1946.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1940.0
8259,Peggy Jarrell Kaplan,Photograph,1943.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1940.0
8260,Peggy Preheim,Drawing,1963.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1960.0
8262,Penelope Bennett,Print,1938.0,0.0,Unknown,Museum of Modern Art,Female,No,British,Unknown,1930.0
